,Address,Brand,Postcode,Price_DL,Price_DL_UpdatedDate,Price_E10,Price_E10_UpdatedDate,Price_E85,Price_E85_UpdatedDate,Price_LPG,Price_LPG_UpdatedDate,Price_P95,Price_P95_UpdatedDate,Price_P98,Price_P98_UpdatedDate,Price_PDL,Price_PDL_UpdatedDate,Price_U91,Price_U91_UpdatedDate,ServiceStationName,Suburb,latitude,longitude
2657,"47 Orana Road, Gwandalan NSW 2259",Metro Fuel,2259,,,149.9,05/04/2021 17:43,,,,,,,169.9,05/04/2021 17:43,135.9,05/04/2021 17:43,149.9,05/04/2021 17:43,Metro Petroleum Gwandalan,Gwandalan,-33.13602,151.5833232
2658,"121 Banna Avenue, Griffith NSW 2680",Coles Express,2680,134.9,05/04/2021 17:45,,,,,,,,,,,,,,,Coles Express Griffith,Griffith,-34.2898741,146.0607768
2659,"380 Wollombi Rd, BELLBIRD NSW 2325",Metro Fuel,2325,,,117.9,05/04/2021 17:48,,,,,,,,,,,119.9,05/04/2021 17:48,Metro Petroleum Bellbird,BELLBIRD,-32.8599681,151.3202623
2660,"641 King Georges Rd, PENSHURST NSW 2222",Caltex Woolworths,2222,,,128.4,05/04/2021 17:48,,,,,146.4,05/04/2021 17:48,155.4,05/04/2021 17:48,,,,,Caltex Star Mart Penshurst,PENSHURST,-33.9635286,151.0926271
2662,"875 Richmond Rd, MARSDEN PARK NSW 2765",Ampol,2765,,,136.7,05/04/2021 17:48,,,,,151.7,05/04/2021 17:48,159.7,05/04/2021 17:48,,,138.7,05/04/2021 17:48,Ampol Foodary Marsden Park,MARSDEN PARK,-33.7160988,150.8457462
2663,"280-282 Canley Vale Road, CANLEY HEIGHTS NSW 2166",Caltex,2166,,,,,,,,,,,158.9,05/04/2021 17:48,,,,,Caltex Star Mart Canley Heights,CANLEY HEIGHTS,-33.8851957,150.9350755
2664,"150 Woodville Rd, MERRYLANDS NSW 2160",Caltex,2160,,,131.9,05/04/2021 17:48,,,,,149.9,05/04/2021 17:48,158.9,05/04/2021 17:48,,,133.9,05/04/2021 17:48,Caltex Merrylands,MERRYLANDS,-33.8397773,150.9993172
2665,"120 ROCKY POINT RD, KOGARAH NSW 2217",Metro Fuel,2217,,,124.9,05/04/2021 17:49,,,,,141.9,05/04/2021 17:49,,,,,,,Metro Fuel Kogarah,KOGARAH,-33.972488,151.1363916
2666,"899 Victoria Road, West Ryde NSW 2114",Speedway,2114,,,120.9,05/04/2021 17:51,,,,,,,,,,,122.9,05/04/2021 17:51,Speedway West Ryde,West Ryde,-33.8105922,151.0942138
2667,"32 Bryant St, NARWEE NSW 2209",Metro Fuel,2209,,,120.7,05/04/2021 17:51,,,,,,,,,127.9,05/04/2021 17:51,,,Metro Petroleum Narwee,NARWEE,-33.9492092,151.0735307
2668,"486 Londonderry Rd, LONDONDERRY NSW 2753",Metro Fuel,2753,,,123.7,05/04/2021 17:52,,,,,,,,,124.9,05/04/2021 17:52,,,Metro Londonderry,LONDONDERRY,-33.6302838,150.7386528
2669,"770 Richmond Road, Berkshire Park NSW 2765",Caltex Woolworths,2765,,,136.9,05/04/2021 17:52,,,,,151.9,05/04/2021 17:52,158.9,05/04/2021 17:52,,,138.9,05/04/2021 17:52,Caltex Woolworths Berkshire Park,Berkshire Park,-33.6706472,150.8056867
2670,"62-68 Clinton Street, GOULBURN NSW 2580",Metro Fuel,2580,120.9,05/04/2021 17:52,126.9,05/04/2021 17:52,,,,,,,,,120.9,05/04/2021 17:52,,,Metro Petroleum Goulburn,GOULBURN,-34.7559414,149.7119086
2671,"690A GREAT WESTERN HWY, FAULCONBRIDGE NSW 2776",Metro Fuel,2776,,,,,,,,,,,,,124.9,05/04/2021 17:54,133.9,05/04/2021 17:54,Metro Petroleum Faulconbridge,FAULCONBRIDGE,-33.694728,150.539421
2672,"31-35 Unwins Bridge, Sydenham NSW 2044",Independent,2044,,,,,,,,,,,,,,,121.5,05/04/2021 17:55,Payless Fuel Sydenham,Sydenham,-33.9144577,151.1693149
2673,"225 Saunders Rd, Oakville NSW 2765",BP,2765,128.9,05/04/2021 17:56,,,,,,,,,,,130.9,05/04/2021 17:56,,,BP Oakville,Oakville,-33.6091519,150.8584763
2674,"487 Sapphire Coast Drive, TURA BEACH NSW 2548",Metro Fuel,2548,125.9,05/04/2021 17:56,,,,,,,,,,,,,124.9,05/04/2021 17:56,Metro Fuel Tura Beach,TURA BEACH,-36.8756176,149.9038968
2675,"599 Old South Head Rd, Rose Bay NSW 2029",BP,2029,,,140.9,05/04/2021 17:57,,,,,,,164.9,05/04/2021 17:57,,,,,BP Rose Bay,Rose Bay,-33.8692422,151.277367
2676,"107 Anderson Drive, TARRO NSW 2322",Metro Fuel,2322,120.9,05/04/2021 17:59,117.9,05/04/2021 17:59,,,,,130.9,05/04/2021 17:59,,,,,119.9,05/04/2021 17:59,Metro Petroleum Tarro,TARRO,-32.8076023,151.6588539
2677,"102 Wollombi Rd, CESSNOCK NSW 2325",Metro Fuel,2325,,,117.9,05/04/2021 17:59,,,,,,,,,,,119.9,05/04/2021 17:59,Metro Cessnock,CESSNOCK,-32.8410367,151.3390563
2679,"396-404 Forest Road, Hurstville NSW 2220",Coles Express,2220,,,,,,,,,,,154.9,05/04/2021 18:00,,,,,Coles Express Hurstville,Hurstville,-33.9636216,151.0930017
2680,"160 SOUTH TCE, BANKSTOWN NSW 2200",Metro Fuel,2200,,,119.9,05/04/2021 18:01,,,,,,,,,,,,,Metro Petroleum Bankstown South,BANKSTOWN,-33.9181896,151.0363065
2681,"191-193 Cessnock Rd, Weston NSW 2326",Metro Fuel,2326,123.9,05/04/2021 18:02,132.9,05/04/2021 18:02,,,,,,,,,123.9,05/04/2021 18:02,,,Metro Weston,Weston,-32.8144913,151.4520513
2682,"309A WOLLOMBI RD, BELLBIRD HEIGHTS NSW 2325",Metro Fuel,2325,,,117.9,05/04/2021 18:02,,,,,,,,,,,119.9,05/04/2021 18:02,Metro Bellbird Heights,BELLBIRD HEIGHTS,-32.8521112,151.3270192
2683,"987 Hume Highway, Lansdowne NSW 2163",Metro Fuel,2163,,,122.9,05/04/2021 18:02,,,,,,,,,,,,,Metro Lansdowne,Lansdowne,-33.8896625,150.973185
2684,"280-282 Canley Vale Road, CANLEY HEIGHTS NSW 2166",Caltex,2166,,,131.9,05/04/2021 18:04,,,,,149.9,05/04/2021 18:04,,,,,,,Caltex Star Mart Canley Heights,CANLEY HEIGHTS,-33.8851957,150.9350755
2685,"Dunheved Road, WERRINGTON NSW 2747",Ampol,2747,,,125.9,05/04/2021 18:04,,,,,143.9,05/04/2021 18:04,152.9,05/04/2021 18:04,,,127.9,05/04/2021 18:04,Ampol Foodary Werrington,WERRINGTON,-33.7482019,150.7520936
2686,"133 Wyndham Street, ALEXANDRIA NSW 2015",Caltex Woolworths,2015,,,134.9,05/04/2021 18:04,,,,,152.9,05/04/2021 18:04,161.9,05/04/2021 18:04,,,136.9,05/04/2021 18:04,Caltex Alexandria,ALEXANDRIA,-33.896925,151.1982946
2687,"603-611 Anzac Pde, KINGSFORD NSW 2032",Ampol,2032,,,134.9,05/04/2021 18:04,,,,,152.9,05/04/2021 18:04,,,,,136.9,05/04/2021 18:04,Ampol Woolworths Metro Kingsford,KINGSFORD,-33.9254417,151.2301049
2688,"236 Condamine Street, MANLY VALE NSW 2093",Caltex Woolworths,2093,,,147.7,05/04/2021 18:04,,,,,165.7,05/04/2021 18:04,,,,,,,Caltex Manly Vale,MANLY VALE,-33.7851099,151.2673003
2689,"198 Hill End Road, Doonside NSW 2767",Metro Fuel,2767,,,125.9,05/04/2021 18:05,,,,,,,,,,,,,Metro Fuel Doonside,Doonside,-33.7611391,150.8698407
2690,"472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170",Metro Fuel,2170,,,125.5,05/04/2021 18:05,,,,,,,145.5,05/04/2021 18:05,,,127.5,05/04/2021 18:05,Metro Mt Pritchard,MOUNT PRITCHARD,-33.8975835,150.9140913
2692,"607 Canterbury Road, Belmore NSW 2192",Metro Fuel,2192,,,121.9,05/04/2021 18:08,,,,,,,,,,,,,Metro Belmore,Belmore,-33.9222062,151.0948788
2693,"289 Cessnock Road, Abermain NSW 2326",Metro Fuel,2326,,,132.9,05/04/2021 18:08,,,,,,,,,123.9,05/04/2021 18:08,,,Metro Fuel Abermain,Abermain,-32.8126346,151.4428847
2694,"110 Canterbury Rd, BANKSTOWN NSW 2200",Metro Fuel,2200,,,123.9,05/04/2021 18:10,,,,,,,,,,,,,Metro Bankstown,BANKSTOWN,-33.9336729,151.0275134
2695,"137 Kenthurst Rd, Kenthurst NSW 2156",Caltex,2156,,,,,,,,,158.9,05/04/2021 18:10,165.9,05/04/2021 18:10,,,145.9,05/04/2021 18:10,Caltex Kenthurst,Kenthurst,-33.6824868,151.0111604
2696,"472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170",Metro Fuel,2170,,,122.9,05/04/2021 18:16,,,,,,,,,,,,,Metro Mt Pritchard,MOUNT PRITCHARD,-33.8975835,150.9140913
2697,"656 Warringah Road, FORESTVILLE NSW 2087",Metro Fuel,2087,,,123.9,05/04/2021 18:18,,,,,,,,,,,127.9,05/04/2021 18:18,Metro Petroleum Forestville,FORESTVILLE,-33.7609212,151.2161153
2698,"702-704 Warringah Road, Forestville NSW 2087",Metro Fuel,2087,,,119.9,05/04/2021 18:20,,,,,,,139.9,05/04/2021 18:20,,,123.9,05/04/2021 18:20,Metro Fuel Killarney Heights,Forestville,-33.7609212,151.2161153
2702,"603-611 Anzac Pde, KINGSFORD NSW 2032",Ampol,2032,,,,,,,,,,,161.9,05/04/2021 18:21,,,,,Ampol Woolworths Metro Kingsford,KINGSFORD,-33.9254417,151.2301049
2703,"12 Pacific Hwy, Ourimbah NSW 2258",Metro Fuel,2258,,,125.7,05/04/2021 18:22,,,,,,,146.7,05/04/2021 18:22,,,127.7,05/04/2021 18:22,Metro Fuel Ourimbah,Ourimbah,-33.3488469,151.3696195
2704,"56 Tudor Street, HAMILTON NSW 2303",BP,2303,,,157.9,05/04/2021 18:23,,,,,,,182.9,05/04/2021 18:23,,,159.9,05/04/2021 18:23,BP Hamilton Tudor Street,HAMILTON,-32.9239154,151.7462904
2705,"113 PARRY ST, NEWCASTLE WEST NSW 2302",BP,2302,,,157.9,05/04/2021 18:23,,,,,,,182.9,05/04/2021 18:23,,,159.9,05/04/2021 18:23,BP Newcastle West,NEWCASTLE WEST,-32.9241358,151.7542005
2706,"103- Newcastle Road, Wallsend NSW 2287",BP,2287,,,157.9,05/04/2021 18:23,,,,,,,182.9,05/04/2021 18:23,,,159.9,05/04/2021 18:23,BP Wallsend,Wallsend,-32.9046127,151.6881374
2707,"998 Punchbowl Road, PUNCHBOWL NSW 2196",Metro Fuel,2196,,,121.7,05/04/2021 18:24,,,,,,,,,,,,,Metro Punchbowl,PUNCHBOWL,-33.9261647,151.0537137
2708,"80-82 Central Ave, OAK FLATS NSW 2529",Metro Fuel,2529,,,129.9,05/04/2021 18:30,,,,,,,,,126.9,05/04/2021 18:30,,,Metro Petroleum Oakflats,OAK FLATS,-34.5679121,150.8197869
2709,"6,Doyle Rd, Revesby NSW 2210",Metro Fuel,2210,125.9,05/04/2021 18:30,,,,,,,,,,,,,,,Metro Revesby,Revesby,-33.9517183,151.0260996
2711,"959-961 Anzac Pde, Maroubra NSW 2035",Coles Express,2035,,,,,,,,,151.9,05/04/2021 18:31,159.9,05/04/2021 18:31,,,136.9,05/04/2021 18:31,Coles Express Maroubra,Maroubra,-33.9408086,151.2389338
2712,"1540 Windsor Road, Vineyard NSW 2765",Independent,2765,,,132.7,05/04/2021 18:32,,,,,,,151.7,05/04/2021 18:32,,,134.7,05/04/2021 18:32,FREEDOM FUEL VINEYARD,Vineyard,-33.6228282,150.8373968
2713,"210-214 Wollombi Road, Cessnock NSW 2325",7-Eleven,2325,,,123.9,05/04/2021 18:32,,,,,137.9,05/04/2021 18:32,143.9,05/04/2021 18:32,,,125.9,05/04/2021 18:32,7-Eleven Cessnock,Cessnock,-32.935174,151.1476962
2714,"15-19 Aspen Street, Penrith South NSW 2750",7-Eleven,2750,,,126.4,05/04/2021 18:32,,,,,140.4,05/04/2021 18:32,146.4,05/04/2021 18:32,,,128.4,05/04/2021 18:32,7-Eleven Penrith South,Penrith South,-33.7770727,150.7113065
2717,"861 Richmond Road, MARSDEN PARK NSW 2765",7-Eleven,2765,,,136.5,05/04/2021 18:32,,,,,150.5,05/04/2021 18:32,156.5,05/04/2021 18:32,,,138.5,05/04/2021 18:32,7-Eleven Marsden Park,MARSDEN PARK,-33.6895593,150.8244864
2718,"485-487 Smithfield Road, PRAIRIEWOOD NSW 2176",7-Eleven,2176,,,129.5,05/04/2021 18:32,,,,,,,149.5,05/04/2021 18:32,,,131.5,05/04/2021 18:32,7-Eleven Prairewood,PRAIRIEWOOD,-33.8719646,150.9011164
2719,"515 Bunnerong Rd, MATRAVILLE NSW 2036",7-Eleven,2036,,,134.9,05/04/2021 18:32,,,,,148.9,05/04/2021 18:32,,,,,,,7-Eleven Matraville,MATRAVILLE,-33.9594355,151.2316029
2720,"735 George Street, Bligh Park NSW 2756",7-Eleven,2756,,,136.9,05/04/2021 18:32,,,,,,,156.9,05/04/2021 18:32,,,138.9,05/04/2021 18:32,7-Eleven Bligh Park,Bligh Park,-33.6333897,150.7895815
2721,"30 Henry Street, Penrith NSW 2750",7-Eleven,2750,,,126.4,05/04/2021 18:32,,,,,140.4,05/04/2021 18:32,146.4,05/04/2021 18:32,,,128.4,05/04/2021 18:32,7-Eleven Penrith,Penrith,-33.7556595,150.7086254
2723,"281 HOMER ST, EARLWOOD NSW 2206",Metro Fuel,2206,,,121.7,05/04/2021 18:35,,,,,,,,,120.9,05/04/2021 18:35,,,Metro Petroleum Earlwood,EARLWOOD,-33.9239004,151.1358102
2724,"1579 BOTANY RD, BOTANY NSW 2019",BP,2019,,,137.9,05/04/2021 18:38,,,,,,,159.9,05/04/2021 18:38,,,141.9,05/04/2021 18:38,BP Botany,BOTANY,-33.9528763,151.2011556
2725,"348 Elizabeth Dr, MOUNT PRITCHARD NSW 2170",Speedway,2170,,,122.7,05/04/2021 18:44,,,,,,,,,,,,,Speedway Mt Pritchard,MOUNT PRITCHARD,-33.9135793,150.9068175
2726,"359 Elizabeth Drive, Mount Pritchard NSW 2170",Speedway,2170,,,122.7,05/04/2021 18:44,,,,,,,,,,,127.5,05/04/2021 18:46,Speedway Meadows,Mount Pritchard,-33.9135793,150.9068175
2727,"348 Elizabeth Dr, MOUNT PRITCHARD NSW 2170",Speedway,2170,,,,,,,,,139.5,05/04/2021 18:46,,,,,127.5,05/04/2021 18:46,Speedway Mt Pritchard,MOUNT PRITCHARD,-33.9135793,150.9068175
2729,"603 Pacific Hwy, MOUNT COLAH NSW 2079",Caltex Woolworths,2079,,,140.9,05/04/2021 18:49,,,,,155.9,05/04/2021 18:49,163.9,05/04/2021 18:49,,,,,Caltex Mount Colah,MOUNT COLAH,-33.6703057,151.1151796
2730,"20-22 BABBAGE RD, ROSEVILLE NSW 2069",Speedway,2069,,,119.9,05/04/2021 18:50,,,,,,,139.9,05/04/2021 18:50,,,123.9,05/04/2021 18:50,Speedway Roseville,ROSEVILLE,-33.7815656,151.195573
2731,"49 Canterbury Road, BANKSTOWN NSW 2200",Speedway,2200,,,123.7,05/04/2021 18:54,,,,,,,,,,,,,Speedway Bankstown,BANKSTOWN,-33.9333819,151.0395556
2732,"114 Boundary Road, PEAKHURST NSW 2210",Metro Fuel,2210,,,121.7,05/04/2021 18:55,,,,,,,,,121.7,05/04/2021 18:55,,,Metro Peakhurst,PEAKHURST,-33.9588856,151.0638931
2733,"84-86 Maitland St, MUSWELLBROOK NSW 2333",Caltex,2333,,,,,,,,,,,,,138.9,05/04/2021 18:56,,,Caltex Muswellbrook (Maitland Rd),MUSWELLBROOK,-32.269738,150.8882181
2734,"472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170",Metro Fuel,2170,,,122.9,05/04/2021 18:56,,,,,,,,,,,,,Metro Mt Pritchard,MOUNT PRITCHARD,-33.8975835,150.9140913
2735,"861 Richmond Road, MARSDEN PARK NSW 2765",7-Eleven,2765,,,136.4,05/04/2021 19:00,,,,,150.4,05/04/2021 19:00,156.4,05/04/2021 19:00,,,138.4,05/04/2021 19:00,7-Eleven Marsden Park,MARSDEN PARK,-33.6895593,150.8244864
2736,"297-299 Bunnerong Road, Pagewood NSW 2035",Coles Express,2035,,,134.9,05/04/2021 19:00,,,,,151.9,05/04/2021 19:00,159.9,05/04/2021 19:00,,,136.9,05/04/2021 19:00,Coles Express Pagewood,Pagewood,-33.9399767,151.2284174
2737,"36-38 Lane Cove Rd, RYDE NSW 2112",Metro Fuel,2112,,,122.9,05/04/2021 19:03,,,,,,,,,120.9,05/04/2021 19:03,,,Metro Fuel,RYDE,-33.8081095,151.1085755
2738,"13-15 Doonside Rd, Doonside NSW 2767",Westside,2767,,,126.9,05/04/2021 19:03,,,,,,,,,,,129.9,05/04/2021 19:03,Westside Doonside,Doonside,-33.7737268,150.8741663
2739,"55 King St, WARNERS BAY NSW 2282",Ampol,2282,,,157.9,05/04/2021 19:05,,,,,172.9,05/04/2021 19:05,180.9,05/04/2021 19:05,,,159.9,05/04/2021 19:05,Ampol Warners Bay,WARNERS BAY,-32.9731001,151.6487366
2740,"81 Pacific Hwy, CHARLESTOWN NSW 2290",Ampol,2290,,,157.9,05/04/2021 19:05,,,,,172.9,05/04/2021 19:05,180.9,05/04/2021 19:05,,,159.9,05/04/2021 19:05,Ampol Charlestown,CHARLESTOWN,-32.967753,151.6948583
2741,"148 Bridges Rd, NEW LAMBTON NSW 2305",Caltex Woolworths,2305,,,157.9,05/04/2021 19:05,,,,,172.9,05/04/2021 19:05,180.9,05/04/2021 19:05,,,159.9,05/04/2021 19:05,Caltex Woolworths New Lambton,NEW LAMBTON,-32.9330703,151.7136075
2745,"1233 Pacific Highway, Turramurra NSW 2074",Caltex Woolworths,2074,,,143.9,05/04/2021 19:05,,,,,158.9,05/04/2021 19:05,165.9,05/04/2021 19:05,,,145.9,05/04/2021 19:05,Caltex Woolworths Turramurra,Turramurra,-33.73314105,151.1313878
2749,"395 GARDENERS RD, ROSEBERY NSW 2018",Metro Fuel,2018,,,,,,,,,,,149.9,05/04/2021 19:11,,,129.9,05/04/2021 19:11,Metro Petroleum Rosebery,ROSEBERY,-33.9231422,151.2087688
2750,"112-114 Ramsgate Rd, Ramsgate NSW 2217",Independent,2217,,,,,,,,,,,,,,,129.9,05/04/2021 19:12,Independent Ramsgate,Ramsgate,-33.9846913,151.1398608
2751,"101 Hector St, SEFTON NSW 2162",Metro Fuel,2162,,,126.9,05/04/2021 19:14,,,,,,,,,,,,,Metro Sefton,SEFTON,-33.8816657,151.0070752
2752,"835 King Georges Road, South Hurstville NSW 2221",Coles Express,2221,,,128.9,05/04/2021 19:15,,,,,145.9,05/04/2021 19:15,153.9,05/04/2021 19:15,,,,,Coles Express South Hurstville,South Hurstville,-33.9833913,151.1091246
2753,"71 Appin Road, Appin NSW 2560",Independent,2560,,,109.9,05/04/2021 19:17,,,,,,,,,,,,,Independent Appin,Appin,-34.1607483,150.7896035
2755,"41 Minmi Rd, WALLSEND NSW 2287",Ampol,2287,,,157.9,05/04/2021 19:20,,,,,172.9,05/04/2021 19:20,180.9,05/04/2021 19:20,,,159.9,05/04/2021 19:20,Ampol Woolworths Maryland,WALLSEND,-32.8916918,151.6693262
2757,"390 Princes Highway, Blakehurst NSW 2221",Caltex Woolworths,2221,,,128.4,05/04/2021 19:20,,,,,143.4,05/04/2021 19:20,150.4,05/04/2021 19:20,,,130.4,05/04/2021 19:20,Caltex Woolworths Blakehurst,Blakehurst,-33.9903586,151.1136284
2758,"185 Pitt Street, MERRYLANDS NSW 2160",Caltex Woolworths,2160,,,131.9,05/04/2021 19:20,,,,,146.9,05/04/2021 19:20,153.9,05/04/2021 19:20,,,133.9,05/04/2021 19:20,Caltex Woolworths Merrylands,MERRYLANDS,-33.8333744,150.9923095
2760,"12-14 Norfolk Street, Ingleburn NSW 2565",Caltex Woolworths,2565,,,132.4,05/04/2021 19:20,,,,,147.4,05/04/2021 19:20,154.4,05/04/2021 19:20,,,134.4,05/04/2021 19:20,Caltex Woolworths Ingleburn,Ingleburn,-33.9991704,150.8634034
2761,"687 Drome St, EAST ALBURY NSW 2640",BP,2640,,,,,,,,,,,,,,,135.9,05/04/2021 19:25,Bp East Albury,EAST ALBURY,-36.0757307,146.9474941
2762,"6 Diamond Drive, THURGOONA NSW 2640",BP,2640,,,,,,,,,,,,,,,135.9,05/04/2021 19:26,BP Thurgoona,THURGOONA,-36.0437589,146.9961254
2763,"93 Park Avenue, Kotara NSW 2289",Coles Express,2289,,,157.9,05/04/2021 19:31,,,,,174.9,05/04/2021 19:31,182.9,05/04/2021 19:31,,,,,Coles Express Kotara,Kotara,-32.9406064,151.7100972
2764,"326-328 Blaxland Road, Ryde NSW 2112",7-Eleven,2112,,,,,,,,,,,145.4,05/04/2021 19:32,,,,,7-Eleven Ryde,Ryde,-33.8091966,151.1059101
2765,"34 APPIN RD, APPIN NSW 2560",Metro Fuel,2560,,,109.9,05/04/2021 19:32,,,,,,,,,,,,,Metro Petroleum Appin,APPIN,-34.1607483,150.7896035
2766,"119 Harbord Rd, Freshwater NSW 2096",Budget,2096,,,140.9,05/04/2021 19:35,,,,,,,162.9,05/04/2021 19:35,,,142.9,05/04/2021 19:35,Budget Freshwater,Freshwater,-33.7772832,151.2800532
2768,"144 Parramatta Rd, GRANVILLE NSW 2142",Ampol,2142,,,131.9,05/04/2021 19:36,,,,,149.9,05/04/2021 19:36,158.9,05/04/2021 19:36,,,133.9,05/04/2021 19:36,Ampol Foodary Granville,GRANVILLE,-33.8312377,151.0136775
2769,"326-328 Blaxland Road, Ryde NSW 2112",7-Eleven,2112,,,125.4,05/04/2021 19:36,,,,,,,,,,,127.4,05/04/2021 19:36,7-Eleven Ryde,Ryde,-33.8091966,151.1059101
2771,"46-48 Kyogle Rd, BRAY PARK NSW 2484",Independent,2484,132.9,05/04/2021 19:38,,,,,,,,,,,,,,,Andys Garage Bray Park,BRAY PARK,-28.342414,153.3724817
2772,"210 Guildford Road, GUILDFORD NSW 2161",Westside,2161,,,125.9,05/04/2021 19:40,,,,,,,,,,,127.9,05/04/2021 19:40,Westside Petroleum Guildford,GUILDFORD,-33.8548607,150.9904339
2773,"307-309 Bexley Rd, BEXLEY NORTH NSW 2207",Metro Fuel,2207,,,119.7,05/04/2021 19:45,,,,,,,141.7,05/04/2021 19:45,,,123.7,05/04/2021 19:45,Metro Petroleum Bexley North,BEXLEY NORTH,-33.9440684,151.1213341
2774,"531 Princes Hwy, TEMPE NSW 2044",Metro Fuel,2044,,,124.9,05/04/2021 19:46,,,,,,,,,,,,,Metro Tempe,TEMPE,-33.9279322,151.1579164
2776,"Lot 1 Ben Lomond Road, MINTO NSW 2566",7-Eleven,2566,,,,,,,,,146.4,05/04/2021 19:48,,,,,,,7-Eleven Minto,MINTO,-34.0276887,150.8407713
2778,"157-159 Mona Vale Rd, ST IVES NSW 2075",7-Eleven,2075,,,,,,,,,158.5,05/04/2021 19:48,164.5,05/04/2021 19:48,,,,,7-Eleven St Ives,ST IVES,-33.7283411,151.1637317
2779,"875 Richmond Rd, MARSDEN PARK NSW 2765",Ampol,2765,,,136.5,05/04/2021 19:48,,,,,151.5,05/04/2021 19:48,159.5,05/04/2021 19:48,,,138.5,05/04/2021 19:48,Ampol Foodary Marsden Park,MARSDEN PARK,-33.7160988,150.8457462
2781,"656 Warringah Road, FORESTVILLE NSW 2087",Metro Fuel,2087,,,,,,,,,,,,,,,125.9,05/04/2021 19:51,Metro Petroleum Forestville,FORESTVILLE,-33.7609212,151.2161153
2782,"157-159 Mona Vale Rd, ST IVES NSW 2075",7-Eleven,2075,,,144.5,05/04/2021 19:52,,,,,,,,,,,146.5,05/04/2021 19:52,7-Eleven St Ives,ST IVES,-33.7283411,151.1637317
2783,"Lot 1 Ben Lomond Road, MINTO NSW 2566",7-Eleven,2566,,,132.4,05/04/2021 19:52,,,,,,,152.4,05/04/2021 19:52,,,134.4,05/04/2021 19:52,7-Eleven Minto,MINTO,-34.0276887,150.8407713
2785,"6,Doyle Rd, Revesby NSW 2210",Metro Fuel,2210,125.9,05/04/2021 19:55,,,,,,,,,,,,,,,Metro Revesby,Revesby,-33.9517183,151.0260996
2788,"65-99 Hume Highway, Canley Vale NSW 2166",Coles Express,2166,,,126.9,05/04/2021 20:00,,,,,,,151.9,05/04/2021 20:00,,,,,Coles Express Canley Vale,Canley Vale,-33.8921192,150.9635308
2789,"487 Sapphire Coast Drive, TURA BEACH NSW 2548",Metro Fuel,2548,135.9,05/04/2021 20:05,,,,,,,,,,,,,134.9,05/04/2021 20:05,Metro Fuel Tura Beach,TURA BEACH,-36.8756176,149.9038968
2790,"378 Pacific Highway, Belmont North NSW 2280",7-Eleven,2280,,,157.9,05/04/2021 20:05,,,,,171.9,05/04/2021 20:05,177.9,05/04/2021 20:05,,,159.9,05/04/2021 20:05,7-Eleven Belmont North,Belmont North,-33.0257248,151.6620262
2791,"271-273 Charlestown Rd, CHARLESTOWN NSW 2290",7-Eleven,2290,,,,,,,,,,,177.9,05/04/2021 20:05,,,,,7-Eleven Charlestown,CHARLESTOWN,-32.9614595,151.6966922
2792,"67 Orange Grove Road, Liverpool NSW 2170",Caltex Woolworths,2170,,,127.7,05/04/2021 20:05,,,,,142.7,05/04/2021 20:05,149.7,05/04/2021 20:05,,,129.7,05/04/2021 20:05,Caltex Woolworths North Liverpool,Liverpool,-33.9152648,150.9208069
2793,"240 Hume Highway, LANSVALE NSW 2166",Coles Express,2166,,,126.9,05/04/2021 20:05,,,,,143.9,05/04/2021 20:05,151.9,05/04/2021 20:05,,,128.9,05/04/2021 20:05,Coles Express Lansvale West,LANSVALE,-33.8998346,150.946278
2794,"88 - 92 Clinton Street, Goulburn NSW 2580",7-Eleven,2580,,,,,,,,,,,,,120.9,05/04/2021 20:08,,,7-Eleven Goulburn,Goulburn,-34.7559414,149.7119086
2795,"271-273 Charlestown Rd, CHARLESTOWN NSW 2290",7-Eleven,2290,,,157.9,05/04/2021 20:08,,,,,171.9,05/04/2021 20:08,,,,,159.9,05/04/2021 20:08,7-Eleven Charlestown,CHARLESTOWN,-32.9614595,151.6966922
2796,"Lot 6 Luxford Road, Mount Druitt NSW 2770",7-Eleven,2770,,,127.7,05/04/2021 20:08,,,,,,,,,,,,,7-Eleven Mount Druitt,Mount Druitt,-33.764482,150.8193494
2798,"32 Princes Hwy, Arncliffe NSW 2205",Speedway,2205,,,124.9,05/04/2021 20:11,,,,,,,,,,,,,Speedway Arncliffe,Arncliffe,-33.9366891,151.1496695
2800,"Lot 6 Luxford Road, Mount Druitt NSW 2770",7-Eleven,2770,,,,,,,,,,,148.4,05/04/2021 20:12,,,130.4,05/04/2021 20:12,7-Eleven Mount Druitt,Mount Druitt,-33.764482,150.8193494
2801,"300 Sandgate Road, Shortland NSW 2307",7-Eleven,2307,,,157.9,05/04/2021 20:12,,,,,171.9,05/04/2021 20:12,177.9,05/04/2021 20:12,,,159.9,05/04/2021 20:12,7-Eleven Shortland,Shortland,-32.8794559,151.6961649
2803,"88 - 92 Clinton Street, Goulburn NSW 2580",7-Eleven,2580,,,134.9,05/04/2021 20:12,,,,,148.9,05/04/2021 20:12,154.9,05/04/2021 20:12,,,136.9,05/04/2021 20:12,7-Eleven Goulburn,Goulburn,-34.7559414,149.7119086
