Number,station,location,latitude,longitude,owner,Price_U91,Price_P98
516,"21 BARSDEN ST, CAMDEN NSW 2570","Barsden Street, Camden, Sydney, Camden Council, New South Wales, 2570, Australia",-34.0584192,150.6919291,Caltex,Not Selling U91    ,157.9
517,"6 Rudd Rd, LEUMEAH NSW 2560","Rudd Road, Leumeah, Sydney, Campbelltown City Council, New South Wales, 2560, Australia",-34.0558716,150.8271266,Ampol,149.9,170.9
518,"86 Pittwater Rd, MANLY NSW 2095","Pittwater Road, Manly, Sydney, Northern Beaches Council, Northern Beaches, New South Wales, 2095, Australia",-33.7953141,151.2851821,Ampol,145.9,166.9
519,"404-410 Liverpool Rd, CROYDON NSW 2132","Liverpool Road, Croydon, Sydney, Burwood Council, New South Wales, 2132, Australia",-33.8866614,151.1125745,Ampol,129.9,152.9
520,"59-61 Pacific Highway, WAITARA NSW 2077","Caltex, 59-61, Pacific Highway, Waitara, Sydney, The Council of the Shire of Hornsby, New South Wales, 2077, Australia",-33.7106155,151.1024603,Ampol,147.9,172.9
521,"115 Fairford Rd, Padstow NSW 2211","Fairford Road, Padstow, Sydney, Canterbury-Bankstown Council, New South Wales, 2211, Australia",-33.9448351,151.0348082,Ampol,132.9,157.9
522,"111-121 Falcon Street, CROWS NEST NSW 2065","Falcon Street, Crows Nest Junction, Crows Nest, Sydney, North Sydney Council, Lower North Shore, New South Wales, 2065, Australia",-33.8276745,151.200868,Ampol,145.9,166.9
523,"153 Elizabeth Dr, Vincentia NSW 2540","Elizabeth Drive, Vincentia, Shoalhaven City Council, New South Wales, 2540, Australia",-35.0519046,150.6750514,Caltex,135.7,155.7
524,"1046 Forest Road, Lugarno NSW 2210","Forest Road, Lugarno, Sydney, Georges River Council, St George, New South Wales, 2210, Australia",-33.9707382,151.0492132,BP,132.9,155.9
525,"1181 The Horsley Drive, Wetherill Park NSW 2164","The Horsley Drive, Wetherill Park, Sydney, Fairfield City Council, New South Wales, 2164, Australia",-33.8484878,150.8760238,Coles Express,137.9,160.9
526,"188-190 Pennant Hills Rd, Thornleigh NSW 2120","188-190, Pennant Hills Road, Thornleigh, Sydney, The Council of the Shire of Hornsby, New South Wales, 2120, Australia",-33.725022,151.085057,Coles Express,157.9,180.9
529,"19 Davies Road, Padstow NSW 2211","Davies Road, Padstow, Sydney, Canterbury-Bankstown Council, New South Wales, 2211, Australia",-33.9540178,151.0380916,Coles Express,132.9,155.9
530,"194-206 Pacific Hwy, Hornsby NSW 2077","Coles Express, 194-206, Pacific Highway, Hornsby, Sydney, The Council of the Shire of Hornsby, New South Wales, 2077, Australia",-33.70725575,151.0992605,Coles Express,147.9,170.9
534,"100 Woolooware Road, WOOLOOWARE NSW 2230","Woolooware Road, Woolooware, Sydney, Sutherland Shire Council, New South Wales, 2230, Australia",-34.0483528,151.1414091,Ampol,149.9,170.9
535,"1344 Princes Hwy, HEATHCOTE NSW 2233","Princes Highway, Heathcote, Sydney, Sutherland Shire Council, New South Wales, 2233, Australia",-34.079439,151.0106501,Ampol,151.9,Not Selling P98
536,"1403 Princes Hwy, Heathcote NSW 2233","Princes Highway, Heathcote, Sydney, Sutherland Shire Council, New South Wales, 2233, Australia",-34.079439,151.0106501,Ampol,151.9,Not Selling P98
537,"128 Barker Street, Randwick NSW 2031","Barker Street, Randwick, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2031, Australia",-33.9209961,151.2376466,7-Eleven,143.5,161.5
538,"27 Queen Street, Campbelltown NSW 2560","27, Queen Street, Campbelltown, Sydney, Campbelltown City Council, New South Wales, 2560, Australia",-34.0604119,150.8193448,Coles Express,Not Selling U91    ,172.9
540,"1234 Pittwater Road, Narrabeen NSW 2101","1234, Pittwater Road, Narrabeen, Sydney, Northern Beaches Council, Northern Beaches, New South Wales, 2101, Australia",-33.7195064,151.2982828,7-Eleven,Not Selling U91    ,166.9
541,"132-134 Edgar St, CONDELL PARK NSW 2200","Edgar Street, Condell Park, Sydney, Canterbury-Bankstown Council, New South Wales, 2200, Australia",-33.9191123,151.0134885,Metro Fuel,129.5,Not Selling P98
542,"35 Alison Rd, WYONG NSW 2259","Alison Road, Alison, Wyong, Central Coast Council, New South Wales, 2259, Australia",-33.2758612,151.4055182,Metro Fuel,133.9,Not Selling P98
544,"54 - 56 Windsor Road, Kellyville NSW 2155","Windsor Road, Kellyville, Sydney, The Hills Shire Council, Hills District, New South Wales, 2155, Australia",-33.7094215,150.9448746,7-Eleven,146.9,164.9
547,"67 WOODHOUSE DR, AMBARVALE NSW 2560","Woodhouse Drive, Ambarvale, Sydney, Campbelltown City Council, New South Wales, 2560, Australia",-34.0821444,150.8034351,7-Eleven,149.9,167.9
549,"279-287 Princes Highway, Bulli NSW 2516","Princes Highway, Bulli, Wollongong City Council, New South Wales, 2516, Australia",-34.3358066,150.9126831,Coles Express,Not Selling U91    ,172.9
554,"192-198 The Kingsway, WOOLOOWARE NSW 2230","Kingsway, Woolooware, Sydney, Sutherland Shire Council, New South Wales, 2230, Australia",-34.0504629,151.149417,7-Eleven,Not Selling U91    ,167.9
555,"61-65 Wharf Street, TWEED HEADS NSW 2485","Wharf Street, Tweed Heads, Tweed Shire Council, New South Wales, 2485, Australia",-28.1819694,153.537566,United,156.4,Not Selling P98
556,"108 Homer St, Earlwood NSW 2206","Homer Street, Earlwood, Sydney, Canterbury-Bankstown Council, New South Wales, 2206, Australia",-33.9239004,151.1358102,Prime Petroleum,126.7,146.9
557,"1/3 Haldon St, Lakemba NSW 2195","Haldon Street, Lakemba, Sydney, Canterbury-Bankstown Council, New South Wales, 2195, Australia",-33.9183218,151.0760741,Independent,128.9,Not Selling P98
559,"220 Port Hacking Road, Miranda NSW 2228","Port Hacking Road, Miranda, Sydney, Sutherland Shire Council, New South Wales, 2228, Australia",-34.0303901,151.1061894,Metro Fuel,136.7,154.7
561,"777 New South Head Rd, ROSE BAY NSW 2029","New South Head Road, Rose Bay, Sydney, Woollahra Municipal Council, Eastern Suburbs, New South Wales, 2029, Australia",-33.8684548,151.2706804,BP,Not Selling U91    ,170.9
564,"8 LEXINGTON DR, BELLA VISTA NSW 2153","Lexington Drive, Bella Vista, Sydney, The Hills Shire Council, Hills District, New South Wales, 2153, Australia",-33.7321489,150.9449872,Coles Express,146.9,169.9
565,"102-108 Taren Point Road, Taren Point NSW 2229","Taren Point Road, Taren Point, Sydney, Sutherland Shire Council, New South Wales, 2229, Australia",-34.0264058,151.1203396,Coles Express,149.9,172.9
567,"4 Century Circuit, Baulkham Hills NSW 2153","Coles Express, 4, Century Circuit, Norwest, Sydney, The Hills Shire Council, Hills District, New South Wales, 2153, Australia",-33.7334845,150.9635867,Coles Express,Not Selling U91    ,168.9
568,"3-5 Windsor Rd, KELLYVILLE NSW 2155","Windsor Road, Kellyville, Sydney, The Hills Shire Council, Hills District, New South Wales, 2155, Australia",-33.7094215,150.9448746,Ampol,145.9,Not Selling P98
569,"484 Sunnyholt Road, Parklea NSW 2768","Sunnyholt Road, Parklea, Sydney, Blacktown City Council, New South Wales, 2768, Australia",-33.7264646,150.9264343,Coles Express,Not Selling U91    ,168.9
571,"22-26 Pearl Street, Kingscliff NSW 2487","Pearl Street, Kingscliff, Tweed Shire Council, New South Wales, 2487, Australia",-28.2562195,153.5763189,Independent,169.9,Not Selling P98
572,"109 GUNNEDAH RD, TAMINDA NSW 2340","Gunnedah Road, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",-31.0990317,150.899151,Caltex,Not Selling U91    ,Not Selling P98
573,"320 Lane Cove Road, North Ryde NSW 2113","320, Lane Cove Road, North Ryde, Sydney, Council of the City of Ryde, New South Wales, 2113, Australia",-33.7923334,151.1201602,Independent,Not Selling U91    ,149.9
574,"8 Grattan St, HILLSTON NSW 2675","Grattan Street, Hillston, Carrathool Shire Council, New South Wales, 2675, Australia",-33.4884768,145.5309501,Mobil,133.9,Not Selling P98
576,"51 Egerton St, SILVERWATER NSW 2128","51, Egerton Street, Silverwater, Sydney, City of Parramatta Council, New South Wales, 2128, Australia",-33.836286,151.04781,BP,128.9,150.9
577,"411-417 Cleveland St, REDFERN NSW 2016","Cleveland Street, Redfern, Sydney, Council of the City of Sydney, New South Wales, 2016, Australia",-33.8894692,151.2045522,BP,137.9,159.9
578,"28 Great Western Highway, Valley Heights NSW 2777","Kerry's Motors, 28, Great Western Highway, Valley Heights, Sydney, Blue Mountains City Council, New South Wales, 2777, Australia",-33.7016307,150.5818272,BP,Not Selling U91    ,178.9
579,"146-148 COOGEE BAY RD, COOGEE NSW 2034","Coogee Bay Road, Coogee, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2034, Australia",-33.9206709,151.2555035,Ampol,143.5,164.5
580,"169-173 Malabar Rd, SOUTH COOGEE NSW 2034","Malabar Road, South Coogee, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2034, Australia",-33.928721,151.2554242,Ampol,141.9,166.9
581,"518 Rocky Point Road, Sans Souci NSW 2219","Rocky Point Road, Sans Souci, Sydney, St George, New South Wales, 2219, Australia",-33.9906255,151.1331651,BP,Not Selling U91    ,154.7
582,"774 Parramatta Road, Lewisham NSW 2049","Parramatta Road, Lewisham, Sydney, Inner West Council, Inner West, New South Wales, 2049, Australia",-33.8901181,151.1476692,Caltex Woolworths,145.9,165.9
583,"72 Harold St, Macquarie Fields NSW 2564","Harold Street, Macquarie Fields, Sydney, Campbelltown City Council, New South Wales, 2564, Australia",-33.9975964,150.8900495,BP,144.9,165.9
584,"22 Charlotte Street, ASHFIELD NSW 2131","Charlotte Street, Ashfield, Sydney, Inner West Council, Inner West, New South Wales, 2131, Australia",-33.8851992,151.1269155,Budget,130.9,Not Selling P98
586,"108W Fitzroy St, Walcha NSW 2354","Fitzroy Street, Walcha, Walcha Council, New South Wales, 2354, Australia",-30.9849173,151.5910984,Caltex,142.9,Not Selling P98
587,"426 Princes Highway, WOONONA NSW 2517","Princes Highway, Woonona, Wollongong City Council, New South Wales, 2517, Australia",-34.3505985,150.9031119,BP,149.9,169.9
588,"32-36 Woodpark Rd, WOODPARK NSW 2164","Woodpark Road, Woodpark, Sydney, Cumberland City Council, New South Wales, 2164, Australia",-33.8397456,150.9574692,Speedway,130.9,150.9
589,"255 -257 Old Northern Road, Castle Hill NSW 2154","Old Northern Road, Castle Hill, Sydney, The Hills Shire Council, Hills District, New South Wales, 2154, Australia",-33.7411163,150.9997916,7-Eleven,145.9,163.9
591,"14- Bernera Road, Prestons NSW 2170","Bernera Road, Prestons, Sydney, Liverpool City Council, New South Wales, 2170, Australia",-33.9327851,150.869106,BP,131.9,158.9
592,"19-21 Windsor Road, Kellyville NSW 2155","Windsor Road, Kellyville, Sydney, The Hills Shire Council, Hills District, New South Wales, 2155, Australia",-33.7094215,150.9448746,BP,Not Selling U91    ,168.9
593,"189-191 Belmore Rd, RIVERWOOD NSW 2210","Belmore Road, Riverwood, Sydney, Georges River Council, St George, New South Wales, 2210, Australia",-33.9513697,151.0526419,BP,Not Selling U91    ,Not Selling P98
594,"183 The Horsley Drive, FAIRFIELD EAST NSW 2165","The Horsley Drive, Fairfield East, Sydney, Fairfield City Council, New South Wales, 2165, Australia",-33.8712572,150.9625667,BP,128.9,Not Selling P98
595,"400 Parramatta Road, Burwood NSW 2134","Parramatta Road, Burwood, Sydney, Burwood Council, New South Wales, 2134, Australia",-33.8688236,151.1046689,Caltex Woolworths,145.9,165.9
596,"257 Guildford Rd, GUILDFORD NSW 2161","Guildford Road, Guildford, Sydney, Cumberland City Council, New South Wales, 2161, Australia",-33.8548607,150.9904339,BP,Not Selling U91    ,152.5
597,"25 Parramatta Road, Haberfield NSW 2045","Parramatta Road, Haberfield, Sydney, Inner West Council, Inner West, New South Wales, 2045, Australia",-33.874119,151.1276239,7-Eleven,145.9,163.9
598,"101 Hector St, SEFTON NSW 2162","Hector Street, Sefton, Sydney, Canterbury-Bankstown Council, New South Wales, 2162, Australia",-33.8816657,151.0070752,Metro Fuel,129.9,Not Selling P98
600,"50 Pacific Hwy, DOYALSON NSW 2262","Pacific Highway, Doyalson, Central Coast Council, New South Wales, 2262, Australia",-33.2039282,151.5197218,Metro Fuel,135.9,153.9
602,"7-9 Northwood Road, Northwood NSW 2066","Northwood Road, Northwood, Sydney, Lane Cove Municipal Council, Lower North Shore, New South Wales, 2066, Australia",-33.8256015,151.1747441,BP,Not Selling U91    ,172.9
604,"134 John Street, Lidcombe NSW 2141","134, John Street, Lidcombe, Sydney, Cumberland City Council, New South Wales, 2141, Australia",-33.8546647,151.0467445,Metro Fuel,127.9,145.9
605,"66 Captain Cook Drive, Caringbah NSW 2229","Captain Cook Drive, Caringbah, Sydney, Sutherland Shire Council, New South Wales, 2229, Australia",-34.0322849,151.1220046,Speedway,136.7,154.7
606,"283 MANNS RD, WEST GOSFORD NSW 2250","Manns Road, West Gosford, Gosford, Central Coast Council, New South Wales, 2250, Australia",-33.4145031,151.332531,Ampol,159.9,180.9
608,"181 The Boulevarde, Miranda NSW 2228","The Boulevarde, Miranda, Sydney, Sutherland Shire Council, New South Wales, 2228, Australia",-34.0300908,151.1056988,Speedway,136.7,154.7
609,"45 Hambledon Road, Quakers Hill NSW 2763","Hambledon Road, Quakers Hill, Sydney, Blacktown City Council, New South Wales, 2763, Australia",-33.7216604,150.8917572,BP,132.9,155.9
610,"32 Joseph St, LIDCOMBE NSW 2141","32, Joseph Street, Lidcombe, Sydney, Cumberland City Council, New South Wales, 2141, Australia",-33.8648971,151.0432666,Westside,129.9,148.9
611,"506 Merrylands Road, Merrylands NSW 2160","Merrylands Road, Merrylands, Sydney, Cumberland City Council, New South Wales, 2160, Australia",-33.8345406,150.9799057,Enhance,129.9,149.9
612,"210, Pacific Highway, Charmhaven NSW 2263","Pacific Highway, Charmhaven, Central Coast Council, New South Wales, 2263, Australia",-33.2379227,151.4998387,BP,158.9,176.9
613,"207-211 Pacific Highway, CHARMHAVEN NSW 2263","Pacific Highway, Charmhaven, Central Coast Council, New South Wales, 2263, Australia",-33.2379227,151.4998387,Enhance,138.9,156.9
614,"127-129 Marion St, Leichhardt NSW 2040","127-129, Marion Street, Leichhardt, Sydney, Inner West Council, Inner West, New South Wales, 2040, Australia",-33.8840198,151.1507748,Metro Fuel,145.9,167.9
615,"217-219 Seven Hills Rd, BAULKHAM HILLS NSW 2153","Seven Hills Road, Baulkham Hills, Sydney, The Hills Shire Council, Hills District, New South Wales, 2153, Australia",-33.761702,150.9752695,7-Eleven,140.4,158.4
616,"149 - 151 Parkes Street, Helensburgh NSW 2508","Parkes Street, Helensburgh, Wollongong City Council, New South Wales, 2508, Australia",-34.1981104,150.9725671,Shell,151.9,176.9
617,"70 Vales Rd, MANNERING PARK NSW 2259","Vales Road, Mannering Park, Central Coast Council, New South Wales, 2259, Australia",-33.1651719,151.5336317,Independent,133.9,Not Selling P98
618,"560-562 Victoria Road, ERMINGTON NSW 2115","Victoria Road, Ermington, Sydney, City of Parramatta Council, New South Wales, 2115, Australia",-33.813803,151.0523784,Caltex,126.9,147.9
620,"309 Victoria Rd, RYDALMERE NSW 2116","309, Victoria Road, Rydalmere, Sydney, City of Parramatta Council, New South Wales, 2116, Australia",-33.811962,151.037119,Caltex Woolworths,151.9,172.9
621,"87-89 Parramatta Rd, CONCORD NSW 2137","Ampol, 87-89, Parramatta Road, Concord, Sydney, City of Canada Bay Council, Inner West, New South Wales, 2137, Australia",-33.8678959,151.0994315,Ampol,145.9,Not Selling P98
622,"2 Alison Rd, RANDWICK NSW 2031","Alison Road, Randwick, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2031, Australia",-33.9044957,151.2268419,Ampol,141.9,166.9
623,"67 Shepherds Dr, CHERRYBROOK NSW 2126","67, Shepherds Drive, Cherrybrook, Sydney, The Council of the Shire of Hornsby, New South Wales, 2126, Australia",-33.720692,151.045142,Ampol,143.9,168.9
624,"68 Harold St, MACQUARIE FIELDS NSW 2564","Harold Street, Macquarie Fields, Sydney, Campbelltown City Council, New South Wales, 2564, Australia",-33.9975964,150.8900495,Caltex,144.9,165.9
625,"334-336 Parramatta Rd, HOMEBUSH WEST NSW 2140","334-336, Parramatta Road, Homebush West, Sydney, Strathfield Municipal Council, New South Wales, 2140, Australia",-33.8581543,151.0681261,Caltex,149.9,170.9
626,"114 Taren Point Rd, TAREN POINT NSW 2229","Taren Point Road, Taren Point, Sydney, Sutherland Shire Council, New South Wales, 2229, Australia",-34.0264058,151.1203396,Caltex Woolworths,149.9,170.9
627,"64 Uriarra Road, CRESTWOOD NSW 2620","Uriarra Road, Beard, District of Jerrabomberra, Crestwood, Canberra, Queanbeyan-Palerang Regional Council, Australian Capital Territory, 2620, Australia",-35.343324,149.2133475,Metro Fuel,136.5,Not Selling P98
628,"95 BALLANTRAE DR, ST ANDREWS NSW 2566","Ballantrae Drive, St Andrews, Sydney, Campbelltown City Council, New South Wales, 2566, Australia",-34.0198467,150.833485,Metro Fuel,137.9,157.9
629,"172 Hector St, CHESTER HILL NSW 2162","Hector Street, Chester Hill, Sydney, Canterbury-Bankstown Council, New South Wales, 2162, Australia",-33.8775499,151.0078788,Metro Fuel,129.9,154.9
631,"100 CAMPBELLTOWN RD, MINTO NSW 2566","Campbelltown Road, Minto, Sydney, Campbelltown City Council, New South Wales, 2566, Australia",-34.0309754,150.8306059,Metro Fuel,137.9,157.9
632,"112-114 Ramsgate Rd, Ramsgate NSW 2217","Ramsgate Road, Ramsgate, Sydney, St George, New South Wales, 2217, Australia",-33.9846913,151.1398608,Independent,129.9,149.9
634,"54 Alison Road, Randwick NSW 2031","Alison Road, Randwick, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2031, Australia",-33.9044957,151.2268419,Coles Express,141.9,164.9
635,"9 Albert Rd, Strathfield NSW 2135","Albert Road, Strathfield, Sydney, Strathfield Municipal Council, Inner West, New South Wales, 2135, Australia",-33.871335,151.0921692,Coles Express,Not Selling U91    ,168.9
637,"100 Briens Road, Northmead NSW 2152","Briens Road, Northmead, Sydney, City of Parramatta Council, New South Wales, 2152, Australia",-33.7919868,150.9970261,Coles Express,143.9,166.9
639,"166 Marius Street, TAMWORTH NSW 2340","Marius Street, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",-31.0976523,150.9395091,Transwest Fuels,129.9,149.9
640,"1 Brookfield Road, Minto NSW 2566","Brookfield Road, Minto, Sydney, Campbelltown City Council, New South Wales, 2566, Australia",-34.0296578,150.8489774,Metro Fuel,137.9,157.9
641,"31 Yenda Place, Yenda NSW 2680","Yenda Place, Yenda, Griffith City Council, New South Wales, 2681, Australia",-34.24980305,146.1956827,Independent,Not Selling U91    ,Not Selling P98
642,"72 Stranraer Drive, St Andrews NSW 2566","Stranraer Drive, St Andrews, Sydney, Campbelltown City Council, New South Wales, 2566, Australia",-34.0259174,150.8276296,Metro Fuel,137.9,157.9
643,"38 John St, The Oaks NSW 2570","38, John Street, The Oaks, Wollondilly Shire Council, New South Wales, 2570, Australia",-34.0801666,150.5704726,Caltex,139.9,Not Selling P98
644,"18 Parramatta Road, Lidcombe NSW 2141","18, Parramatta Road, Lidcombe, Sydney, Cumberland City Council, New South Wales, 2141, Australia",-33.8540757,151.0592311,Coles Express,Not Selling U91    ,172.9
645,"137 Windsor Road, Northmead NSW 2152","Windsor Road, Northmead, Sydney, City of Parramatta Council, New South Wales, 2152, Australia",-33.7878586,150.9950311,7-Eleven,143.9,161.9
647,"464-468 Armidale Rd, NEMINGHA NSW 2340","Armidale Road, Nemingha, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",-31.1170262,150.9641437,BP,138.9,159.9
648,"130 Hamilton Road, Fairfield NSW 2165","Hamilton Road, Fairfield, Sydney, Fairfield City Council, New South Wales, 2165, Australia",-33.8727364,150.9428912,Metro Fuel,129.9,147.9
649,"180 Reservoir Road, Arndell Park NSW 2148","Reservoir Road, Arndell Park, Sydney, Blacktown City Council, New South Wales, 2148, Australia",-33.7933298,150.8978351,7-Eleven,130.9,148.9
650,"33-37 Carrington Rd, RANDWICK NSW 2031","Carrington Road, Randwick, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2031, Australia",-33.9066819,151.2522286,BP,141.9,164.9
651,"8-10 Perouse Road, RANDWICK NSW 2031","Perouse Road, Randwick, Sydney, Randwick City Council, Eastern Suburbs, New South Wales, 2031, Australia",-33.918205,151.2422034,BP,141.9,164.9
652,"50e Fitzroy St, WALCHA NSW 2354","Fitzroy Street, Walcha, Walcha Council, New South Wales, 2354, Australia",-30.9849173,151.5910984,Transwest Fuels,138.9,156.9
653,"Lot 1 Ben Lomond Road, MINTO NSW 2566","Ben Lomond Road, Minto, Sydney, Campbelltown City Council, New South Wales, 2566, Australia",-34.0276887,150.8407713,7-Eleven,139.5,157.5
654,"134 MacQueen Street, ABERDEEN NSW 2336","Macqueen Street, Aberdeen, Upper Hunter Shire Council, New South Wales, 2336, Australia",-32.1631413,150.8906915,Metro Fuel,129.9,147.9
658,"105 Eastern Rd, Turramurra NSW 2074","105, Eastern Road, Turramurra, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2074, Australia",-33.720244,151.131244,Independent,155.8,176.8
659,"442 Kurmond Road, Freemans Reach NSW 2756","Kurmond Road, Freemans Reach, Sydney, Hawkesbury City Council, New South Wales, 2756, Australia",-33.5586918,150.8022633,Independent,139.5,Not Selling P98
662,"281 New Canterbury Rd, Lewisham NSW 2049","New Canterbury Road, Lewisham, Sydney, Inner West Council, Inner West, New South Wales, 2049, Australia",-33.8970195,151.1499354,Independent,132.8,Not Selling P98
663,"81 DOCKER ST, WAGGA WAGGA NSW 2650","Docker Street, Turvey Park, Wagga Wagga City Council, New South Wales, 2650, Australia",-35.1218388,147.355216,Westside,136.9,152.9
664,"599 Old South Head Rd, Rose Bay NSW 2029","BP, 599, Old South Head Road, Rose Bay, Sydney, Woollahra Municipal Council, Eastern Suburbs, New South Wales, 2029, Australia",-33.8692422,151.277367,BP,Not Selling U91    ,168.9
665,"157-159 Mona Vale Rd, ST IVES NSW 2075","Mona Vale Road, East St Ives, St Ives, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2075, Australia",-33.7283411,151.1637317,7-Eleven,Not Selling U91    ,166.4
666,"740-742 Pittwater Rd, BROOKVALE NSW 2100","Star Mart, 740-742, Pittwater Road, Brookvale, Sydney, Northern Beaches Council, Northern Beaches, New South Wales, 2100, Australia",-33.76148035,151.2743708,Caltex,148.9,Not Selling P98
669,"532 Old Northern Road, Dural NSW 2158","532, Old Northern Road, Round Corner, Dural, Sydney, The Hills Shire Council, Hills District, New South Wales, 2158, Australia",-33.6934847,151.0202716,Caltex Woolworths,151.9,171.9
670,"67 New South Head Rd, EDGECLIFF NSW 2027","New South Head Road, Edgecliff, Sydney, Woollahra Municipal Council, Eastern Suburbs, New South Wales, 2027, Australia",-33.8787395,151.2361935,BP,158.9,181.9
671,"127 Loftus Ave, Loftus NSW 2232","Loftus Avenue, Loftus, Sydney, Sutherland Shire Council, New South Wales, 2232, Australia",-34.0389336,151.0516477,BP,147.9,Not Selling P98
673,"184 Liverpool Road, Enfield NSW 2136","Liverpool Road, Enfield, Sydney, Strathfield Municipal Council, Burwood Council, New South Wales, 2136, Australia",-33.8876373,151.0915286,BP,Not Selling U91    ,157.9
674,"153 Forest Way, Belrose NSW 2085","Forest Way, Belrose, Sydney, Northern Beaches Council, Northern Beaches, New South Wales, 2085, Australia",-33.740244,151.2202969,Caltex,Not Selling U91    ,170.9
675,"917-923 Old Northern Rd, DURAL NSW 2158","Old Northern Road, Dural, Sydney, The Hills Shire Council, Hills District, New South Wales, 2158, Australia",-33.6815016,151.0285135,Ampol,151.9,174.9
676,"481A URANA RD, LAVINGTON NSW 2641","Urana Road, Lavington, Albury, Albury City Council, New South Wales, 2641, Australia",-36.0444676,146.9293746,Liberty,134.9,154.9
677,"179-181 Mona Vale Rd, St Ives NSW 2075","Mona Vale Road, East St Ives, St Ives, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2075, Australia",-33.7283411,151.1637317,Coles Express,Not Selling U91    ,171.9
678,"592-596 Old Northern Rd, Dural NSW 2158","592-596, Old Northern Road, Dural, Sydney, The Hills Shire Council, Hills District, New South Wales, 2158, Australia",-33.6942863,151.0312654,Coles Express,151.9,174.9
679,"21 Ryde Rd, Pymble NSW 2073","21, Ryde Road, Pymble, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2073, Australia",-33.751985,151.143811,Coles Express,148.9,171.9
680,"Lot 4 Tumbi Creek Rd, Berkeley Vale NSW 2261","Tumbi Creek Road, Berkeley Vale, Gosford, Central Coast Council, New South Wales, 2261, Australia",-33.3581366,151.4451408,Metro Fuel,133.9,Not Selling P98
682,"582 Old Northern Road, Dural NSW 2158","582, Old Northern Road, Dural, Sydney, The Hills Shire Council, Hills District, New South Wales, 2158, Australia",-33.6952428,151.0296585,BP,Not Selling U91    ,174.9
683,"176 Warringah Rd, BEACON HILL NSW 2100","Caltex, 176, Warringah Road, Beacon Hill, Sydney, Northern Beaches Council, Northern Beaches, New South Wales, 2100, Australia",-33.7538434,151.2603475,Caltex Woolworths,149.9,Not Selling P98
684,"475 Cleveland St, Redfern NSW 2016","Cleveland Street, Redfern, Sydney, Council of the City of Sydney, New South Wales, 2016, Australia",-33.8894692,151.2045522,Caltex Woolworths,137.9,157.9
685,"271 Camden Valley Way, NARELLAN NSW 2567","BP, 271-273, Camden Valley Way, Narellan, Sydney, Camden Council, New South Wales, 2567, Australia",-34.04166865,150.7308152,BP,136.9,156.9
686,"25-33 Erskineville Road, ERSKINEVILLE NSW 2043","Erskineville Road, Erskineville, Sydney, Council of the City of Sydney, New South Wales, 2043, Australia",-33.8999294,151.1852507,Budget,136.9,154.9
687,"867-869 South Dowling Street, Waterloo NSW 2017","South Dowling Street, Waterloo, Sydney, Council of the City of Sydney, New South Wales, 2017, Australia",-33.9021089,151.2146453,Coles Express,137.9,160.9
688,"2-8 OXLEY ST, GRIFFITH NSW 2680","Oxley Street, Griffith, Griffith City Council, New South Wales, 2680, Australia",-34.2962914,146.0643669,Mobil,134.9,154.9
689,"164 Warrimoo Avenue, St Ives Chase NSW 2075","Warrimoo Avenue, St Ives Chase, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2075, Australia",-33.7171936,151.1589368,Metro Fuel,144.9,165.9
690,"477 Pacific Highway, Artarmon NSW 2064","Pacific Highway, Gore Hill, Artarmon, Sydney, Willoughby City Council, Lower North Shore, New South Wales, 2064, Australia",-33.8078947,151.1791907,7-Eleven,149.9,167.9
691,"231-235 Great North Road, Five Dock NSW 2046","Great North Road, Five Dock, Sydney, City of Canada Bay Council, Inner West, New South Wales, 2046, Australia",-33.8641939,151.1303004,7-Eleven,145.9,163.9
695,"164 Mona Vale Road, ST IVES NSW 2075","Mona Vale Road, East St Ives, St Ives, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2075, Australia",-33.7283411,151.1637317,Ampol,147.9,Not Selling P98
696,"95 FIVE ISLANDS RD, CRINGILA NSW 2502","Five Islands Road, Cringila, Wollongong City Council, New South Wales, 2502, Australia",-34.4691869,150.8801768,Independent,138.9,156.9
697,"740 Hume Highway, Yagoona NSW 2199","Hume Highway, Yagoona, Sydney, Canterbury-Bankstown Council, New South Wales, 2199, Australia",-33.9071092,151.0227925,Shell,128.9,Not Selling P98
701,"17 South St, TELARAH NSW 2320","South Street, Telarah, Maitland City Council, New South Wales, 2320, Australia",-32.7244513,151.5361535,Independent,149.9,Not Selling P98
703,"422 Pacific Hwy, Artarmon NSW 2064","Pacific Highway, Gore Hill, Artarmon, Sydney, Willoughby City Council, Lower North Shore, New South Wales, 2064, Australia",-33.8078947,151.1791907,BP,Not Selling U91    ,172.9
